,Unnamed: 0,artist,title,train,test
110,110,Corry Konings,Ik Krijg Een Heel Apart Gevoel Van Binnen,"ik krijg een heel apart gevoel van binnen
als jij me aankijkt lieve schat
wat moet ik zonder jou beginnen
hoor je t bonzen van mijn hart
ik krijg een heel apart gevoel van binnen
al raak ik jou maar even aan
dan wordt t warm en koud van binnen
ik kan niet zonder jou bestaan
de eerste liefde in je jonge leven
brengt meestal veel onzekerheid
aan wie moet je de ware liefde geven
bij een ben je die twijfels zo maar kwijt
dat is de ware man
je snapt niet hoe dat kan
ik krijg een heel apart gevoel van binnen
als jij me aankijkt lieve schat
wat moet ik zonder jou beginnen
hoor je t bonzen van mijn hart
ik krijg een heel apart gevoel van binnen
al raak ik jou maar even aan
dan wordt t warm en koud van binnen
ik kan niet zonder jou bestaan","ik krijg een heel apart gevoel van binnen
als jij me aankijkt lieve schat
wat moet ik zonder jou beginnen
hoor je t bonzen van mijn hart
ik krijg een heel apart gevoel van binnen
al raak ik jou maar even aan
dan wordt t warm en koud van binnen
ik kan niet zonder jou bestaan
de eerste liefde in je jonge leven
brengt meestal veel onzekerheid
aan wie moet je de ware liefde geven
bij een ben je die twijfels zo maar kwijt
dat is de ware man
je snapt niet hoe dat kan
ik krijg een heel apart gevoel van binnen
als jij me aankijkt lieve schat
wat moet ik zonder jou beginnen
hoor je t bonzen van mijn hart"
111,111,Corry Konings,Nog een keertje overdoen,"soms denk ik even terug aan die tijd
die mooie momenten die ik beleefde met jou
niet alles ging goed maar daarvan heb ik geen spijt
het liep even anders we bleven elkaar niet trouw

wat hebben we gelachen
voorbij het ging zo vlug
ik droom ons naar die mooie tijd terug

ik het wil het nog een keertje overdoen
nog een keer zoals toen
ik wil het weer beleven
ik wil het nog een keertje overdoen
net als die eerste zoen
ik vergeet die tijd nooit meer
de zon die scheen voor ons elke dag
met zoveel lieve vrienden om ons heen
we hadden geen zorgen en altijd was daar die lach
en was er een feestje dan gingen we daar wel heen

wat hebben we gelachen
voorbij het ging zo vlug
ik droom ons naar die mooie tijd terug

ik het wil het nog een keertje overdoen
nog een keer zoals toen
ik wil het weer beleven
ik wil het nog een keertje overdoen
net als die eerste zoen
ik vergeet die tijd nooit meer

net als die eerste zoen
ik vergeet die tijd nooit meer","soms denk ik even terug aan die tijd
die mooie momenten die ik beleefde met jou
niet alles ging goed maar daarvan heb ik geen spijt
het liep even anders we bleven elkaar niet trouw

wat hebben we gelachen
voorbij het ging zo vlug
ik droom ons naar die mooie tijd terug

ik het wil het nog een keertje overdoen
nog een keer zoals toen
ik wil het weer beleven
ik wil het nog een keertje overdoen
net als die eerste zoen
ik vergeet die tijd nooit meer
de zon die scheen voor ons elke dag
met zoveel lieve vrienden om ons heen
we hadden geen zorgen en altijd was daar die lach
en was er een feestje dan gingen we daar wel heen

wat hebben we gelachen
voorbij het ging zo vlug
ik droom ons naar die mooie tijd terug

ik het wil het nog een keertje overdoen
nog een keer zoals toen"
112,112,Corry Konings,Jukebox,"elke zaterdag ben jij
heel de avond dicht bij mij en de jukebox
ik draai een plaatje voor jou
omdat ik veel van je hou van jou
en we dansen heel de nacht
en we fluisteren heel zacht bij de jukebox
we houden veel van elkaar
een sprookje wordt waar
echt waar
jij brengt mij naar huis en thuis gaan wij nog even
door tot s morgens
vroeg
zo gaat dat elke week een keer we krijgen nooit
genoeg
elke zaterdag ben jij
heel de avond dicht bij mij en de jukebox
ik draai een plaatje voor jou
omdat ik veel van je hou van jou
en we dansen heel de nacht
en we fluisteren heel zacht bij de jukebox
we houden veel van elkaar
een sprookje wordt waar
echt waar
jij brengt mij naar huis en thuis gaan wij nog even
door tot s morgens
vroeg
zo gaat dat elke week een keer we krijgen nooit
genoeg
en we dansen heel de nacht
en we fluisteren heel zacht bij de jukebox
we houden veel van elkaar
een sprookje wordt waar
echt waar","elke zaterdag ben jij
heel de avond dicht bij mij en de jukebox
ik draai een plaatje voor jou
omdat ik veel van je hou van jou
en we dansen heel de nacht
en we fluisteren heel zacht bij de jukebox
we houden veel van elkaar
een sprookje wordt waar
echt waar
jij brengt mij naar huis en thuis gaan wij nog even
door tot s morgens
vroeg
zo gaat dat elke week een keer we krijgen nooit
genoeg
elke zaterdag ben jij
heel de avond dicht bij mij en de jukebox
ik draai een plaatje voor jou
omdat ik veel van je hou van jou
en we dansen heel de nacht
en we fluisteren heel zacht bij de jukebox
we houden veel van elkaar
een sprookje wordt waar
echt waar
jij brengt mij naar huis en thuis gaan wij nog even
door tot s morgens
vroeg"
113,113,Corry Konings,Je Moedertje,"wie staat er altijd voor je klaar
dat is toch je moedertje
wie krijgt er alles voor elkaar
dat is toch je moedertje
wie zorgt er elke dag voor jou
dat is toch je moedertje
ja de allerliefste vrouw
dat is toch je moedertje
wie is het die jou leerde lopen
dat is toch je moedertje
wie leerde jou je veters knopen
dat is toch je moedertje
wie heeft jou schaatsen aangebonden
dat is toch je moedertje
wie legt pleisters op je wonden
dat is toch je moedertje
zij is alles in het leven
dat ze jou eens heeft gegeven
zij zal alles aan je schenken
ook al ga je later trouwen
en een eigen nestje bouwen
mama blijft steeds aan je denken
heb je ooit verdriet of zorgen
houd ze nooit voor haar verborgen
zij leeft altijd met je mee
mama is de liefste vrouw
mama houdt van jou
wie luistert er steeds naar wat je zegt
dat is toch je moedertje
wie veegt er al je tranen weg
dat is toch je moedertje
wie haalt de dokter in de nacht
dat is toch je moedertje
wie houdt aan je bed de wacht
dat is toch je moedertje
wie staat er altijd voor je klaar
dat is toch je moedertje
wie krijgt er alles voor elkaar
dat is toch je moedertje
wie zorgt er elke dag voor jou
dat is toch je moedertje
ja de allerliefste vrouw
dat is toch je moedertje
ja de allerliefste vrouw
dat is toch je moedertje","wie staat er altijd voor je klaar
dat is toch je moedertje
wie krijgt er alles voor elkaar
dat is toch je moedertje
wie zorgt er elke dag voor jou
dat is toch je moedertje
ja de allerliefste vrouw
dat is toch je moedertje
wie is het die jou leerde lopen
dat is toch je moedertje
wie leerde jou je veters knopen
dat is toch je moedertje
wie heeft jou schaatsen aangebonden
dat is toch je moedertje
wie legt pleisters op je wonden
dat is toch je moedertje
zij is alles in het leven
dat ze jou eens heeft gegeven
zij zal alles aan je schenken
ook al ga je later trouwen
en een eigen nestje bouwen
mama blijft steeds aan je denken
heb je ooit verdriet of zorgen
houd ze nooit voor haar verborgen
zij leeft altijd met je mee
mama is de liefste vrouw
mama houdt van jou
wie luistert er steeds naar wat je zegt
dat is toch je moedertje
wie veegt er al je tranen weg
dat is toch je moedertje
wie haalt de dokter in de nacht
dat is toch je moedertje
wie houdt aan je bed de wacht
dat is toch je moedertje
wie staat er altijd voor je klaar"
114,114,Corry Konings,Hoog Daar Aan De Hemel,"hoog daar aan de hemel staat een gouden ster
zn licht schijnt naar beneden maar het is nog ver
het kind is in een stal geboren
iedereen die zal t horen
hoog daar aan de hemel staat een gouden ster
in een kribbe ligt een heel klein mensenkind
een herder die zn lange weg naar hem begint
een ster begleidt met licht van boven
velen zullen het geloven
in een kribbe ligt een heel klein mensenkind
of je arm bent of rijk
ja voor hem ben je glijk
voor geen enkele mens
bestaat er een grens
nee t maakt geen verschil
of je blank bent of zwart
want hij heeft voor iedereen toch een hart

klokken luiden in de toren door de nacht
ieder jaar opnieuw dan wordt daarop gewacht
een kind is in de stal geboren
iedereen die zal t horen
klokken luiden in de toren door de nacht
klokken luiden in de toren door de nacht
klokken luiden in de toren door de nacht
klokken luiden in de toren door de nacht
klokken luiden in de toren door de nacht","hoog daar aan de hemel staat een gouden ster
zn licht schijnt naar beneden maar het is nog ver
het kind is in een stal geboren
iedereen die zal t horen
hoog daar aan de hemel staat een gouden ster
in een kribbe ligt een heel klein mensenkind
een herder die zn lange weg naar hem begint
een ster begleidt met licht van boven
velen zullen het geloven
in een kribbe ligt een heel klein mensenkind
of je arm bent of rijk
ja voor hem ben je glijk
voor geen enkele mens
bestaat er een grens
nee t maakt geen verschil
of je blank bent of zwart
want hij heeft voor iedereen toch een hart

klokken luiden in de toren door de nacht
ieder jaar opnieuw dan wordt daarop gewacht
een kind is in de stal geboren"
115,115,Corry Konings,Waar Moet Ik Heen Zonder Jou,"waar moet ik heen zonder jou
laat je mij alleen zonder berouw
er is toch iets wat ik echt niet begrijpen kan
jij hebt me gisteren nog gezegd
mijn liefde voor jou die is echt
waarom ben jij dan toch bij me weggegaan
ik las jou brief dat deed me pijn
nooit meer bij jou te zijn
een mooie wereld storte voor mij in elkaar
jij koos voor haar en liet me staan
wat heb ik je misdaan
dat jij zomaar zonder praten bent gegaan
mijn droom met jou hier aan mijn zij
is die nu echt voorbij
nooit heb ik daar echt stil bij gestaan
het spelk lijkt me voor ons nu gespeeld
lief en leed gedeeld
waar moet ik heen zonder jou in mijn bestaan","waar moet ik heen zonder jou
laat je mij alleen zonder berouw
er is toch iets wat ik echt niet begrijpen kan
jij hebt me gisteren nog gezegd
mijn liefde voor jou die is echt
waarom ben jij dan toch bij me weggegaan
ik las jou brief dat deed me pijn
nooit meer bij jou te zijn
een mooie wereld storte voor mij in elkaar
jij koos voor haar en liet me staan
wat heb ik je misdaan
dat jij zomaar zonder praten bent gegaan
mijn droom met jou hier aan mijn zij
is die nu echt voorbij"
116,116,Corry Konings,Paloma Ade,"als rood als robijn de zon in de zee verzinkt
het lied uit verleden tijd in de verte klinkt
dat lied is gemaakt door iemand die ging van boord
voor haar zong hij toen nog eenmaal een
afscheidswoord
huil maar niet als ik ooit nooit meer terug zou komen
denk dan aan mij terug in al je dromen
en een witte duif vliegt dan van ver over zee
brengt dan een laatste brief van mij met zich mee
la paloma ade golven namen hem mee
zo is het leven een nemen en geven zo is het leven op
zee
zij weet iedere morgen vragen ver over zee
zijn woord la paloma kwam steeds maar niet meer mee
en een witte duif vloog toen van ver over zee
toen zong ze zacht mijn liefste ade ade","als rood als robijn de zon in de zee verzinkt
het lied uit verleden tijd in de verte klinkt
dat lied is gemaakt door iemand die ging van boord
voor haar zong hij toen nog eenmaal een
afscheidswoord
huil maar niet als ik ooit nooit meer terug zou komen
denk dan aan mij terug in al je dromen
en een witte duif vliegt dan van ver over zee
brengt dan een laatste brief van mij met zich mee
la paloma ade golven namen hem mee
zo is het leven een nemen en geven zo is het leven op
zee
zij weet iedere morgen vragen ver over zee"
117,117,Corry Konings,Alleen Vannacht,"de oude foto hangt nog aan de muur
in je brieven lees ik speel niet met vuur
maar ik wou je niet geloven
ik dacht deze vlam zal nooit meer doven
maar jij
ging plots weg van mij

alleen vannacht eenzaam zijn alle uren
hoelang zal dit nog duren
na al die jaren wie had dit ooit gedacht
alleen vannacht eenzaam zijn alle dagen
k heb nog zoveel te vragen
ik ben alleen vannacht
als mn vrienden straks naar huis toe gaan
zit ik stil te dromen bij t raam
tranen branden in mn ogen
ik kan t nog altijd niet geloven
ik weet alles is voorbij

ik ben alleen vannacht
ik ben alleen vannacht","de oude foto hangt nog aan de muur
in je brieven lees ik speel niet met vuur
maar ik wou je niet geloven
ik dacht deze vlam zal nooit meer doven
maar jij
ging plots weg van mij

alleen vannacht eenzaam zijn alle uren
hoelang zal dit nog duren
na al die jaren wie had dit ooit gedacht
alleen vannacht eenzaam zijn alle dagen
k heb nog zoveel te vragen
ik ben alleen vannacht
als mn vrienden straks naar huis toe gaan
zit ik stil te dromen bij t raam
tranen branden in mn ogen
ik kan t nog altijd niet geloven"
118,118,Corry Konings,Hoe Je Heette Dat Ben Ik Vergeten,"hoe je heette dat ben ik vergeten
maar je ogen vergeet ik nooit meer
k droom nog altijd dat wil ik wel weten
op een avond dan zie ik je weer
want geen ander is er daarna nog geweest voor mij
toen ik afscheid nam van jou ging het geluk voorbij
hoe je heette dat ben ik vergeten
maar je kussen vergeet ik nooit meer
t was in een kleine badplaats
de zee was er blauw
daar danste ik die avond
zo heerlijk met jou
hoe je heette dat ben ik vergeten
maar je ogen vergeet ik nooit meer
k droom nog altijd dat wil ik wel weten
op een avond dan zie ik je weer
want geen ander is er daarna nog geweest voor mij
toen ik afscheid nam van jou ging het geluk voorbij
hoe je heette dat ben ik vergeten
maar je kussen vergeet ik nooit meer
want geen ander is er daarna nog geweest voor mij
toen ik afscheid nam van jou ging het geluk voorbij
hoe je heette dat ben ik vergeten
maar je kussen vergeet ik nooit meer","hoe je heette dat ben ik vergeten
maar je ogen vergeet ik nooit meer
k droom nog altijd dat wil ik wel weten
op een avond dan zie ik je weer
want geen ander is er daarna nog geweest voor mij
toen ik afscheid nam van jou ging het geluk voorbij
hoe je heette dat ben ik vergeten
maar je kussen vergeet ik nooit meer
t was in een kleine badplaats
de zee was er blauw
daar danste ik die avond
zo heerlijk met jou
hoe je heette dat ben ik vergeten
maar je ogen vergeet ik nooit meer
k droom nog altijd dat wil ik wel weten
op een avond dan zie ik je weer
want geen ander is er daarna nog geweest voor mij
toen ik afscheid nam van jou ging het geluk voorbij
hoe je heette dat ben ik vergeten"
119,119,Corry Konings,Ik Wil Altijd Bij Jou Zijn,"de avondzon verdwijnt weer in de zee
en neem deze dag en mijn gedachten aan jou mee
s avonds zijn wij alleen al ben je ver weg vandaan
in mijn dromen ben jij bij mij ik hou je vast
ik wil altijd bij jou zijn
jou in mijn armen houden
ik wil altijd bij jou zijn
samen dansen door de nacht
ik wil altijd bij jou zijn
geen dag wil ik nog maar zonder jou liefde
dit leven is te kort als het weer morgen word
wil ik voor altijd altijd bij je zijn
duizenden sterren stralen over het stille strand
doelloos loop ik eenzaam door dit niemandsland
de echos van zovele stemmen die klinken hier
langs de zee maar ik ben hier alleen en mis je lach","de avondzon verdwijnt weer in de zee
en neem deze dag en mijn gedachten aan jou mee
s avonds zijn wij alleen al ben je ver weg vandaan
in mijn dromen ben jij bij mij ik hou je vast
ik wil altijd bij jou zijn
jou in mijn armen houden
ik wil altijd bij jou zijn
samen dansen door de nacht
ik wil altijd bij jou zijn
geen dag wil ik nog maar zonder jou liefde
dit leven is te kort als het weer morgen word
wil ik voor altijd altijd bij je zijn
duizenden sterren stralen over het stille strand"
120,120,Corry Konings,1000 keer aan jou gedacht,"er bloeide in mij  n gevoel
van een pril begin
naar dat ene doel
dat ik schreeuwen kon
had ik nooit verwacht
maar in dromen lijkt of alles mag
ik heb de hele nacht   keer aan jou gedacht
het kwam door jou betoverings kracht
wat is er met mij gebeurt
ik heb de hele nacht   keer aan jou gedacht
en toen aan jou mn hart verpand
jij geeft mijn leven weer kleur
er bloeide vriendschap toen
en niets meer
maar die drang in mij
vraagt om meer
door mn fantasie
slaat mn hart op hol
ik voel me weerloos en hou dit niet vol
ik heb de hele nacht   keer aan jou gedacht
het kwam door jou betoverings kracht
wat is er met mij gebeurt
ik heb de hele nacht   keer aan jou gedacht
en toen aan jou mn hart verpand
jij geeft mijn leven weer kleur
ik heb de hele nacht   keer aan jou gedacht
het kwam door jou betoverings kracht
wat is er met mij gebeurt
ik heb de hele nacht   keer aan jou gedacht
en toen aan jou mn hart verpand
jij geeft mijn leven weer kleur
en toen aan jou mn hart verpand
jij geeft mijn leven weer kleur","er bloeide in mij  n gevoel
van een pril begin
naar dat ene doel
dat ik schreeuwen kon
had ik nooit verwacht
maar in dromen lijkt of alles mag
ik heb de hele nacht   keer aan jou gedacht
het kwam door jou betoverings kracht
wat is er met mij gebeurt
ik heb de hele nacht   keer aan jou gedacht
en toen aan jou mn hart verpand
jij geeft mijn leven weer kleur
er bloeide vriendschap toen
en niets meer
maar die drang in mij
vraagt om meer
door mn fantasie
slaat mn hart op hol
ik voel me weerloos en hou dit niet vol
ik heb de hele nacht   keer aan jou gedacht
het kwam door jou betoverings kracht
wat is er met mij gebeurt
ik heb de hele nacht   keer aan jou gedacht
en toen aan jou mn hart verpand
jij geeft mijn leven weer kleur
ik heb de hele nacht   keer aan jou gedacht"
121,121,Corry Konings,Ik Zie De Zon,"ik was je verloren een ander kon je bekoren
ik was je kwijt dacht voor altijd
in al mijn gedachten kon ik op je wachten
omdat ik wist het word een tijd maar zonder spijt
ik zie de zon
weer door mijn raam
ik hoor je stem
jij roept mijn naam
het is geen droom
wat ik nu hoor j
ij bent weer terug
die ik verloor
jij had mij verlaten ik zocht in alle straten
maar k vond je niet ik had verdriet
eens zou jij toch komen k zag het in mijn dromen
jij die opeens een ander nam en niet meer kwam
ik vroeg mezelf wanneer komt hij bij me weer
dan ist voorbij voor jou en mij
jij zult overwinnen en opnieuw beginnen
omdat ik weet je houdt van mij alleen van mij","ik was je verloren een ander kon je bekoren
ik was je kwijt dacht voor altijd
in al mijn gedachten kon ik op je wachten
omdat ik wist het word een tijd maar zonder spijt
ik zie de zon
weer door mijn raam
ik hoor je stem
jij roept mijn naam
het is geen droom
wat ik nu hoor j
ij bent weer terug
die ik verloor
jij had mij verlaten ik zocht in alle straten
maar k vond je niet ik had verdriet
eens zou jij toch komen k zag het in mijn dromen
jij die opeens een ander nam en niet meer kwam"
122,122,Corry Konings,Ik Verlang Naar Jou,"mijn nacht is zo leeg zonder jou aan mn zij
jouw armen waar ik heerlijk in sliep
mijn nacht is een kouwe bedoening voor mij
ik mis zoveel warmte maar bovenal mis ik er een dat
ben jij

de nachten zijn eenzaam en koud
de sterren van goud zijn niks meer waard
omdat ik verlang naar jou
de dagen die zijn niet vertrouwd want alles gaat
fout
alleen t is zo raar omdat ik verlang naar jou
we hadden t samen zo fijn
waarom moet ik nu dan eenzaam zijn
terwijl ik verlang naar jou
ik heb heimwee en verdriet
gelukkig zijn t lukt me niet
omdat ik steeds zoveel verlang naar jou
mijn dag die begint met gedachten aan jou
het geluk dat ik ooit heb gekend
mijn dag duurt wel twee keer zo lang zonder jou
zo alleen te zijn niemand om me heen raak ik nooit
aan gewend
","mijn nacht is zo leeg zonder jou aan mn zij
jouw armen waar ik heerlijk in sliep
mijn nacht is een kouwe bedoening voor mij
ik mis zoveel warmte maar bovenal mis ik er een dat
ben jij

de nachten zijn eenzaam en koud
de sterren van goud zijn niks meer waard
omdat ik verlang naar jou
de dagen die zijn niet vertrouwd want alles gaat
fout
alleen t is zo raar omdat ik verlang naar jou
we hadden t samen zo fijn
waarom moet ik nu dan eenzaam zijn
terwijl ik verlang naar jou
ik heb heimwee en verdriet
gelukkig zijn t lukt me niet
omdat ik steeds zoveel verlang naar jou
mijn dag die begint met gedachten aan jou"
123,123,Corry Konings,Vaarwel Ik Zal Geen Traan Meer Om Je Laten,"ik zou geen traan meer om je laten nu je mij verlaat
ik wens je veel geluk als jij nu naar die ander gaat
nu weet ik zeker dat je niet meer van me houd
ik zou niet huilen als je met die ander trouwt
vaarwel
het is voorbij
die mooie tijd met jou
al bleef je mij niet trouw
vaarwel
het is voorbij
want jij sprak toch nooit
de waarheid tegen mij","ik zou geen traan meer om je laten nu je mij verlaat
ik wens je veel geluk als jij nu naar die ander gaat
nu weet ik zeker dat je niet meer van me houd
ik zou niet huilen als je met die ander trouwt
vaarwel
het is voorbij
die mooie tijd met jou
al bleef je mij niet trouw
vaarwel
het is voorbij"
124,124,Corry Konings,Later Als Je Groot Bent,"met je handjes zo klein en je haartjes zo fijn
ja je jurkje dat danst in de wind
bruine ogen zo lief
je bent mijn hartendief
ja je bent echt van mij lieve kind
door de liefde gebracht
vol van wondere pracht
o je bent net een kleine prinses
je bent alles voor mij
en je maakt me steeds blij
iedere keer als je lief naar me lacht
later als je groot bent dan schijnt de zon voor jou
later als je groot bent word jij een mooie vrouw
later als je groot bent is je mama je vriendin
tijden van voor en tegenspoed
je blijft altijd mijn kind
later als je groot bent dan schijnt de zon voor jou
later als je groot bent word jij een mooie vrouw
later als je groot bent is je mama je vriendin
tijden van voor en tegenspoed
je blijft altijd mijn kind
ben je straks  jaar
blijkt het leven soms zwaar
en je weet niet precies wat je wilt
ik ben er altijd voor jou
ook al voel je je vrouw
in mijn ogen blijf jij steeds mijn kind
later als je groot bent dan schijnt de zon voor jou
later als je groot bent word jij een mooie vrouw
later als je groot bent is je mama je vriendin
tijden van voor en tegenspoed
je blijft altijd mijn kind
later als je groot bent dan schijnt de zon voor jou
later als je groot bent word jij een mooie vrouw
later als je groot bent is je mama je vriendin
tijden van voor en tegenspoed
je blijft altijd mijn kind
tijden van voor en tegenspoed
je blijft altijd mijn kind","met je handjes zo klein en je haartjes zo fijn
ja je jurkje dat danst in de wind
bruine ogen zo lief
je bent mijn hartendief
ja je bent echt van mij lieve kind
door de liefde gebracht
vol van wondere pracht
o je bent net een kleine prinses
je bent alles voor mij
en je maakt me steeds blij
iedere keer als je lief naar me lacht
later als je groot bent dan schijnt de zon voor jou
later als je groot bent word jij een mooie vrouw
later als je groot bent is je mama je vriendin
tijden van voor en tegenspoed
je blijft altijd mijn kind
later als je groot bent dan schijnt de zon voor jou
later als je groot bent word jij een mooie vrouw
later als je groot bent is je mama je vriendin
tijden van voor en tegenspoed
je blijft altijd mijn kind
ben je straks  jaar
blijkt het leven soms zwaar
en je weet niet precies wat je wilt
ik ben er altijd voor jou
ook al voel je je vrouw
in mijn ogen blijf jij steeds mijn kind
later als je groot bent dan schijnt de zon voor jou
later als je groot bent word jij een mooie vrouw
later als je groot bent is je mama je vriendin
tijden van voor en tegenspoed"
125,125,Corry Konings,Je Hebt Me Bedrogen,"ik had kunnen weten dat jij me bedroog met die ander
terwijl je bij haar was zat ik dan te wachten op jou
ik had kunnen weten dat jij me bedroog met die ander
ik geloofde je altijd want ik gaf je alles als vrouw
ik zou je kunnen vergeven
als je weer terug komt bij mij
ik zou je kunnen vergeven
als je me zegt t is voorbij
terwijl je bij haar was zat ik dan om jou vaak te
huilen
toch geloofde ik nog niet wat altijd van jou werd
gezegd
je had me beloofd dat je altijd van mij toch zou
blijven
waarom je me ontrouw was dat heb je me nooit uitgelegd","ik had kunnen weten dat jij me bedroog met die ander
terwijl je bij haar was zat ik dan te wachten op jou
ik had kunnen weten dat jij me bedroog met die ander
ik geloofde je altijd want ik gaf je alles als vrouw
ik zou je kunnen vergeven
als je weer terug komt bij mij
ik zou je kunnen vergeven
als je me zegt t is voorbij
terwijl je bij haar was zat ik dan om jou vaak te
huilen
toch geloofde ik nog niet wat altijd van jou werd
gezegd"
126,126,Corry Konings,Mijn Stil Verdriet,"mijn stil verdriet dat weet een ander niet
mijn stil verdriet omdat hij mij verliet
waar ik ook ben ik hoor nog vaak zn stem
in al mn dromen denk ik nog aan hem
we waren gelukkig toch wilde je meer dan mij alleen
ik voel me zo eenzaam en heb toch zon pijn zonder jou
om me heen
toch hoop ik dat jij zonder mij toch gelukkig zal zijn
met haar
al zie ik nog steeds in mn dromen ons vaak bij
elkaar
we waren gelukkig toch wilde je meer dan mij alleen
ik voel me zo eenzaam en heb toch zon pijn zonder jou
om me heen
toch hoop ik dat jij zonder mij toch gelukkig zal zijn
met haar
al zie ik nog steeds in mn dromen ons vaak bij
elkaar
we waren gelukkig toch wilde je meer dan mij alleen
ik voel me zo eenzaam en heb toch zon pijn zonder jou
om me heen
toch hoop ik dat jij zonder mij toch gelukkig zal zijn
met haar
al zie ik nog steeds in mn dromen ons vaak bij
elkaar
in al mn dromen denk ik nog aan hem","mijn stil verdriet dat weet een ander niet
mijn stil verdriet omdat hij mij verliet
waar ik ook ben ik hoor nog vaak zn stem
in al mn dromen denk ik nog aan hem
we waren gelukkig toch wilde je meer dan mij alleen
ik voel me zo eenzaam en heb toch zon pijn zonder jou
om me heen
toch hoop ik dat jij zonder mij toch gelukkig zal zijn
met haar
al zie ik nog steeds in mn dromen ons vaak bij
elkaar
we waren gelukkig toch wilde je meer dan mij alleen
ik voel me zo eenzaam en heb toch zon pijn zonder jou
om me heen
toch hoop ik dat jij zonder mij toch gelukkig zal zijn
met haar
al zie ik nog steeds in mn dromen ons vaak bij
elkaar
we waren gelukkig toch wilde je meer dan mij alleen
ik voel me zo eenzaam en heb toch zon pijn zonder jou
om me heen"
127,127,Corry Konings,De Hele Avond Dans Ik Alleen Met Jou,"de hele avond mijn schat dans ik alleen met jou
dat is niet moeilijk omdat ik zoveel van je hou
de hele avond mijn schat die hou ik voor je vrij
dan gaan we samen dansen ik met jou en jij met mij
de hele avond mijn schat dans ik alleen met jou
dat is niet moeilijk omdat ik zoveel van je hou
de hele avond mijn schat die hou ik voor je vrij
dan gaan we samen dansen ik met jou en jij met mij
we zijn nu heel wat jaren
gelukkig met zn twee
we zijn goed blijven varen
al viel dat soms niet mee
vraag jij me gaan we dansen
als ik dat van je hoor
dan denk ik weer hoe ik daardoor
mijn hart aan jou verloor
de hele avond mijn schat dans ik alleen met jou
dat is niet moeilijk omdat ik zoveel van je hou
de hele avond mijn schat die hou ik voor je vrij
dan gaan we samen dansen ik met jou en jij met mij
de hele avond mijn schat
de hele avond mijn schat dans ik alleen met jou
dat is niet moeilijk omdat ik zoveel van je hou
de hele avond mijn schat die hou ik voor je vrij
dan gaan we samen dansen ik met jou en jij met mij","de hele avond mijn schat dans ik alleen met jou
dat is niet moeilijk omdat ik zoveel van je hou
de hele avond mijn schat die hou ik voor je vrij
dan gaan we samen dansen ik met jou en jij met mij
de hele avond mijn schat dans ik alleen met jou
dat is niet moeilijk omdat ik zoveel van je hou
de hele avond mijn schat die hou ik voor je vrij
dan gaan we samen dansen ik met jou en jij met mij
we zijn nu heel wat jaren
gelukkig met zn twee
we zijn goed blijven varen
al viel dat soms niet mee
vraag jij me gaan we dansen
als ik dat van je hoor
dan denk ik weer hoe ik daardoor
mijn hart aan jou verloor
de hele avond mijn schat dans ik alleen met jou
dat is niet moeilijk omdat ik zoveel van je hou
de hele avond mijn schat die hou ik voor je vrij
dan gaan we samen dansen ik met jou en jij met mij"
128,128,Corry Konings,Vergeet M’n Naam,"jij was de liefste in mn leven
je was de bron van mn geluk
ons geluk duurde maar even
en ik wilde alles geven
maar op een dag was alles stuk
k was zo naief in mn vertrouwen
ik gaf mn hart ook veel te vlug
nu sta je voor me met excuses
en in jouw ogen ben ik stug
nee ik neem je niet meer terug

vergeet mn naam
voor mij komt er een nieuwe morgen
ik wil een leven zonder zorgen
en ik kan heel goed buiten jou
vergeet mn naam
ik laat niet langer met me spelen
ik heb met jou niets meer te delen
ga nu maar weg vergeet mn naam
je liet me vallen als een baksteen
en je gaf me een trap na
weggesmeten als een prul
sta jij nu voor me als een sul
ga nu maar weg vergeet mn naam
","jij was de liefste in mn leven
je was de bron van mn geluk
ons geluk duurde maar even
en ik wilde alles geven
maar op een dag was alles stuk
k was zo naief in mn vertrouwen
ik gaf mn hart ook veel te vlug
nu sta je voor me met excuses
en in jouw ogen ben ik stug
nee ik neem je niet meer terug

vergeet mn naam
voor mij komt er een nieuwe morgen
ik wil een leven zonder zorgen
en ik kan heel goed buiten jou
vergeet mn naam
ik laat niet langer met me spelen
ik heb met jou niets meer te delen
ga nu maar weg vergeet mn naam
je liet me vallen als een baksteen"
